	speaker	question	answer
2243	lzpsfj	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
2244	lzpsfj	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
2245	lzpsfj	berbicara dalam  daerah anda itu kuno	-2
2246	lzpsfj	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
2247	lzpsfj	menguasai  indonesia resmi bagi anda itu penting	1
2248	lzpsfj	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
2249	lzpsfj	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	0
2250	lzpsfj	menguasai  inggris bagi anda itu penting	1
2251	lzpsfj	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
2252	lzpsfj	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2253	lzpsfj	menguasai  asing selain  inggris itu penting	1
2254	oqbujq	menguasai  orang tua anda itu penting	2
2255	oqbujq	menguasai  daerah asal (setempat) anda itu penting	2
2256	oqbujq	anak-anak anda perlu menguasai  pertama anda	1
2257	oqbujq	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2258	oqbujq	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2259	oqbujq	berbicara dalam  daerah anda itu kuno	-2
2260	oqbujq	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
2261	oqbujq	menguasai  indonesia resmi bagi anda itu penting	2
2262	oqbujq	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2263	oqbujq	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2264	oqbujq	menguasai  inggris bagi anda itu penting	1
2265	oqbujq	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
2266	oqbujq	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2267	oqbujq	menguasai  asing selain  inggris itu penting	0
2268	hmrjso	menguasai  orang tua anda itu penting	1
2269	hmrjso	menguasai  daerah asal (setempat) anda itu penting	1
2270	hmrjso	anak-anak anda perlu menguasai  pertama anda	1
2271	hmrjso	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	-2
2272	hmrjso	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
2273	hmrjso	berbicara dalam  daerah anda itu kuno	-1
2274	hmrjso	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
2275	hmrjso	menguasai  indonesia resmi bagi anda itu penting	2
2276	hmrjso	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	-1
2277	hmrjso	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	-1
2278	hmrjso	menguasai  inggris bagi anda itu penting	2
2279	hmrjso	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
2280	hmrjso	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2281	hmrjso	menguasai  asing selain  inggris itu penting	-1
2282	khsaws	menguasai  orang tua anda itu penting	1
2283	khsaws	menguasai  daerah asal (setempat) anda itu penting	2
2284	khsaws	anak-anak anda perlu menguasai  pertama anda	1
2285	khsaws	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2286	khsaws	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2287	khsaws	berbicara dalam  daerah anda itu kuno	-2
2288	khsaws	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
2289	khsaws	menguasai  indonesia resmi bagi anda itu penting	1
2290	khsaws	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
2291	khsaws	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
2292	khsaws	menguasai  inggris bagi anda itu penting	1
2293	khsaws	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
2294	khsaws	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2295	khsaws	menguasai  asing selain  inggris itu penting	1
2296	rmadzr	menguasai  orang tua anda itu penting	2
2297	rmadzr	menguasai  daerah asal (setempat) anda itu penting	2
2298	rmadzr	anak-anak anda perlu menguasai  pertama anda	1
2299	rmadzr	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2300	rmadzr	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2301	rmadzr	berbicara dalam  daerah anda itu kuno	-2
2302	rmadzr	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
2303	rmadzr	menguasai  indonesia resmi bagi anda itu penting	2
2304	rmadzr	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
2305	rmadzr	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
2306	rmadzr	menguasai  inggris bagi anda itu penting	1
2307	rmadzr	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
2308	rmadzr	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2309	rmadzr	menguasai  asing selain  inggris itu penting	1
2310	vuonzz	menguasai  orang tua anda itu penting	1
2311	vuonzz	menguasai  daerah asal (setempat) anda itu penting	1
2312	vuonzz	anak-anak anda perlu menguasai  pertama anda	0
2313	vuonzz	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2314	vuonzz	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2315	vuonzz	berbicara dalam  daerah anda itu kuno	0
2316	vuonzz	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-1
2317	vuonzz	menguasai  indonesia resmi bagi anda itu penting	1
2318	vuonzz	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	0
2319	vuonzz	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
2320	vuonzz	menguasai  inggris bagi anda itu penting	0
2321	vuonzz	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
2322	vuonzz	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	0
2323	vuonzz	menguasai  asing selain  inggris itu penting	0
2324	grevlu	menguasai  orang tua anda itu penting	1
2325	grevlu	menguasai  daerah asal (setempat) anda itu penting	2
2326	grevlu	anak-anak anda perlu menguasai  pertama anda	1
2327	grevlu	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2328	grevlu	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2329	grevlu	berbicara dalam  daerah anda itu kuno	-2
2330	grevlu	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
2331	grevlu	menguasai  indonesia resmi bagi anda itu penting	1
2332	grevlu	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
2333	grevlu	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2334	grevlu	menguasai  inggris bagi anda itu penting	1
2335	grevlu	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	0
2336	grevlu	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2337	grevlu	menguasai  asing selain  inggris itu penting	1
2338	wpkumw	menguasai  orang tua anda itu penting	2
2339	wpkumw	menguasai  daerah asal (setempat) anda itu penting	2
2340	wpkumw	anak-anak anda perlu menguasai  pertama anda	2
2341	wpkumw	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	-1
2342	wpkumw	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2343	wpkumw	berbicara dalam  daerah anda itu kuno	-2
2344	wpkumw	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
2345	wpkumw	menguasai  indonesia resmi bagi anda itu penting	1
2346	wpkumw	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	0
2347	wpkumw	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
2348	wpkumw	menguasai  inggris bagi anda itu penting	1
2349	wpkumw	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
2350	wpkumw	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2351	wpkumw	menguasai  asing selain  inggris itu penting	1
2352	gvkcap	menguasai  orang tua anda itu penting	1
2353	gvkcap	menguasai  daerah asal (setempat) anda itu penting	1
2354	gvkcap	anak-anak anda perlu menguasai  pertama anda	1
2355	gvkcap	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
2356	gvkcap	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-2
2357	gvkcap	berbicara dalam  daerah anda itu kuno	-2
2358	gvkcap	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	2
2359	gvkcap	menguasai  indonesia resmi bagi anda itu penting	2
2360	gvkcap	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2361	gvkcap	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2362	gvkcap	menguasai  inggris bagi anda itu penting	0
2363	gvkcap	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
2364	gvkcap	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2365	gvkcap	menguasai  asing selain  inggris itu penting	0
2366	wjsjfe	menguasai  orang tua anda itu penting	2
2367	wjsjfe	menguasai  daerah asal (setempat) anda itu penting	2
2368	wjsjfe	anak-anak anda perlu menguasai  pertama anda	1
2369	wjsjfe	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	2
2370	wjsjfe	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	2
2371	wjsjfe	berbicara dalam  daerah anda itu kuno	-2
2372	wjsjfe	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-1
2373	wjsjfe	menguasai  indonesia resmi bagi anda itu penting	2
2374	wjsjfe	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2375	wjsjfe	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	0
2376	wjsjfe	menguasai  inggris bagi anda itu penting	1
2377	wjsjfe	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
2378	wjsjfe	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2379	wjsjfe	menguasai  asing selain  inggris itu penting	2
2380	zcgjwj	menguasai  orang tua anda itu penting	2
2381	zcgjwj	menguasai  daerah asal (setempat) anda itu penting	2
2382	zcgjwj	anak-anak anda perlu menguasai  pertama anda	2
2383	zcgjwj	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2384	zcgjwj	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2385	zcgjwj	berbicara dalam  daerah anda itu kuno	-2
2386	zcgjwj	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-2
2387	zcgjwj	menguasai  indonesia resmi bagi anda itu penting	2
2388	zcgjwj	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	0
2389	zcgjwj	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	0
2390	zcgjwj	menguasai  inggris bagi anda itu penting	1
2391	zcgjwj	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
2392	zcgjwj	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2393	zcgjwj	menguasai  asing selain  inggris itu penting	1
2394	atukkm	menguasai  orang tua anda itu penting	2
2395	atukkm	menguasai  daerah asal (setempat) anda itu penting	2
2396	atukkm	anak-anak anda perlu menguasai  pertama anda	2
2397	atukkm	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	-2
2398	atukkm	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2399	atukkm	berbicara dalam  daerah anda itu kuno	-2
2400	atukkm	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
2401	atukkm	menguasai  indonesia resmi bagi anda itu penting	2
2402	atukkm	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2403	atukkm	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2404	atukkm	menguasai  inggris bagi anda itu penting	1
2405	atukkm	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
2406	atukkm	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
2407	atukkm	menguasai  asing selain  inggris itu penting	1
2408	synmvy	menguasai  orang tua anda itu penting	1
2409	synmvy	menguasai  daerah asal (setempat) anda itu penting	2
2410	synmvy	anak-anak anda perlu menguasai  pertama anda	0
2411	synmvy	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	-1
2412	synmvy	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
2413	synmvy	berbicara dalam  daerah anda itu kuno	-2
2414	synmvy	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
2415	synmvy	menguasai  indonesia resmi bagi anda itu penting	0
2416	synmvy	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	-2
2417	synmvy	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	-2
2418	synmvy	menguasai  inggris bagi anda itu penting	0
2419	synmvy	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
2420	synmvy	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2421	synmvy	menguasai  asing selain  inggris itu penting	-1
2422	pncpyi	menguasai  orang tua anda itu penting	2
2423	pncpyi	menguasai  daerah asal (setempat) anda itu penting	2
2424	pncpyi	anak-anak anda perlu menguasai  pertama anda	2
2425	pncpyi	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2426	pncpyi	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
2427	pncpyi	berbicara dalam  daerah anda itu kuno	-2
2428	pncpyi	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	2
2429	pncpyi	menguasai  indonesia resmi bagi anda itu penting	2
2430	pncpyi	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2431	pncpyi	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2432	pncpyi	menguasai  inggris bagi anda itu penting	2
2433	pncpyi	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
2434	pncpyi	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
2435	pncpyi	menguasai  asing selain  inggris itu penting	1
2436	eutkud	menguasai  orang tua anda itu penting	2
2437	eutkud	menguasai  daerah asal (setempat) anda itu penting	2
2438	eutkud	anak-anak anda perlu menguasai  pertama anda	1
2439	eutkud	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
2440	eutkud	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
2441	eutkud	berbicara dalam  daerah anda itu kuno	-2
2442	eutkud	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-1
2443	eutkud	menguasai  indonesia resmi bagi anda itu penting	2
2444	eutkud	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2445	eutkud	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2446	eutkud	menguasai  inggris bagi anda itu penting	1
2447	eutkud	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
2448	eutkud	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2449	eutkud	menguasai  asing selain  inggris itu penting	1
2450	jccpeu	menguasai  orang tua anda itu penting	2
2451	jccpeu	menguasai  daerah asal (setempat) anda itu penting	2
2452	jccpeu	anak-anak anda perlu menguasai  pertama anda	2
2453	jccpeu	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2454	jccpeu	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-2
2455	jccpeu	berbicara dalam  daerah anda itu kuno	-2
2456	jccpeu	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
2457	jccpeu	menguasai  indonesia resmi bagi anda itu penting	2
2458	jccpeu	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
2459	jccpeu	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
2460	jccpeu	menguasai  inggris bagi anda itu penting	1
2461	jccpeu	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	-1
2462	jccpeu	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2463	jccpeu	menguasai  asing selain  inggris itu penting	1
2464	bjazvp	menguasai  orang tua anda itu penting	2
2465	bjazvp	menguasai  daerah asal (setempat) anda itu penting	2
2466	bjazvp	anak-anak anda perlu menguasai  pertama anda	2
2467	bjazvp	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
2468	bjazvp	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2469	bjazvp	berbicara dalam  daerah anda itu kuno	1
2470	bjazvp	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
2471	bjazvp	menguasai  indonesia resmi bagi anda itu penting	2
2472	bjazvp	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2473	bjazvp	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2474	bjazvp	menguasai  inggris bagi anda itu penting	1
2475	bjazvp	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
2476	bjazvp	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2477	bjazvp	menguasai  asing selain  inggris itu penting	0
2478	jdfsfu	menguasai  orang tua anda itu penting	2
2479	jdfsfu	menguasai  daerah asal (setempat) anda itu penting	2
2480	jdfsfu	anak-anak anda perlu menguasai  pertama anda	2
2481	jdfsfu	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	-2
2482	jdfsfu	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
2483	jdfsfu	berbicara dalam  daerah anda itu kuno	-2
2484	jdfsfu	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
2485	jdfsfu	menguasai  indonesia resmi bagi anda itu penting	1
2486	jdfsfu	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
2487	jdfsfu	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
2488	jdfsfu	menguasai  inggris bagi anda itu penting	1
2489	jdfsfu	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	-1
2490	jdfsfu	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	-1
2491	jdfsfu	menguasai  asing selain  inggris itu penting	1
2492	lnnznu	menguasai  orang tua anda itu penting	1
2493	lnnznu	menguasai  daerah asal (setempat) anda itu penting	1
2494	lnnznu	anak-anak anda perlu menguasai  pertama anda	1
2495	lnnznu	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
2496	lnnznu	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2497	lnnznu	berbicara dalam  daerah anda itu kuno	-2
2498	lnnznu	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
2499	lnnznu	menguasai  indonesia resmi bagi anda itu penting	1
2500	lnnznu	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
2501	lnnznu	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
2502	lnnznu	menguasai  inggris bagi anda itu penting	1
2503	lnnznu	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	0
2504	lnnznu	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	0
2505	lnnznu	menguasai  asing selain  inggris itu penting	0
2506	ogruyh	menguasai  orang tua anda itu penting	2
2507	ogruyh	menguasai  daerah asal (setempat) anda itu penting	2
2508	ogruyh	anak-anak anda perlu menguasai  pertama anda	1
2509	ogruyh	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2510	ogruyh	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2511	ogruyh	berbicara dalam  daerah anda itu kuno	-1
2512	ogruyh	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
2513	ogruyh	menguasai  indonesia resmi bagi anda itu penting	1
2514	ogruyh	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
2515	ogruyh	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
2516	ogruyh	menguasai  inggris bagi anda itu penting	1
2517	ogruyh	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	0
2518	ogruyh	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	0
2519	ogruyh	menguasai  asing selain  inggris itu penting	0
2520	okpece	menguasai  orang tua anda itu penting	2
2521	okpece	menguasai  daerah asal (setempat) anda itu penting	2
2522	okpece	anak-anak anda perlu menguasai  pertama anda	2
2523	okpece	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	2
2524	okpece	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2525	okpece	berbicara dalam  daerah anda itu kuno	-1
2526	okpece	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	2
2527	okpece	menguasai  indonesia resmi bagi anda itu penting	2
2528	okpece	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2529	okpece	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2530	okpece	menguasai  inggris bagi anda itu penting	2
2531	okpece	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
2532	okpece	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
2533	okpece	menguasai  asing selain  inggris itu penting	2
2534	uuqoce	menguasai  orang tua anda itu penting	2
2535	uuqoce	menguasai  daerah asal (setempat) anda itu penting	1
2536	uuqoce	anak-anak anda perlu menguasai  pertama anda	2
2537	uuqoce	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	2
2538	uuqoce	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2539	uuqoce	berbicara dalam  daerah anda itu kuno	2
2540	uuqoce	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	2
2541	uuqoce	menguasai  indonesia resmi bagi anda itu penting	2
2542	uuqoce	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
2543	uuqoce	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2544	uuqoce	menguasai  inggris bagi anda itu penting	2
2545	uuqoce	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
2546	uuqoce	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
2547	uuqoce	menguasai  asing selain  inggris itu penting	2
2548	vitfxi	menguasai  orang tua anda itu penting	2
2549	vitfxi	menguasai  daerah asal (setempat) anda itu penting	2
2550	vitfxi	anak-anak anda perlu menguasai  pertama anda	2
2551	vitfxi	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	-1
2552	vitfxi	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2553	vitfxi	berbicara dalam  daerah anda itu kuno	-2
2554	vitfxi	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
2555	vitfxi	menguasai  indonesia resmi bagi anda itu penting	2
2556	vitfxi	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	0
2557	vitfxi	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
2558	vitfxi	menguasai  inggris bagi anda itu penting	1
2559	vitfxi	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	0
2560	vitfxi	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2561	vitfxi	menguasai  asing selain  inggris itu penting	1
2562	vbdkut	menguasai  orang tua anda itu penting	1
2563	vbdkut	menguasai  daerah asal (setempat) anda itu penting	0
2564	vbdkut	anak-anak anda perlu menguasai  pertama anda	0
2565	vbdkut	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
2566	vbdkut	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	0
2567	vbdkut	berbicara dalam  daerah anda itu kuno	0
2568	vbdkut	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
2569	vbdkut	menguasai  indonesia resmi bagi anda itu penting	0
2570	vbdkut	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	0
2571	vbdkut	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	0
2572	vbdkut	menguasai  inggris bagi anda itu penting	0
2573	vbdkut	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	0
2574	vbdkut	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	0
2575	vbdkut	menguasai  asing selain  inggris itu penting	0
2576	jweqvy	menguasai  orang tua anda itu penting	2
2577	jweqvy	menguasai  daerah asal (setempat) anda itu penting	2
2578	jweqvy	anak-anak anda perlu menguasai  pertama anda	2
2579	jweqvy	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	2
